# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 27 07:34:06 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_massjlim:    Planet Mass [Jupiter Mass] Limit Flag
#
pl_name,hostname,discoverymethod,disc_year,disc_facility,disc_telescope,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim
AU Mic b,AU Mic,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.36310170,0.01516641,-0.01516641,0,0.05348798,0.01573176,-0.01573176,0
AU Mic b,AU Mic,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,,,,,0.06330460,0.00493977,-0.00541173,0
AU Mic b,AU Mic,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.35925888,0.01890365,-0.01890365,0,,,,
AU Mic b,AU Mic,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.31671033,0.01159784,-0.01159784,0,,,,
AU Mic b,AU Mic,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.39075810,0.00446071,-0.00446071,0,,,,
AU Mic b,AU Mic,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,,,,,0.01919275,0.00786588,-0.00566343,0
AU Mic b,AU Mic,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.35300000,0.01300000,-0.01300000,0,,,,
AU Mic b,AU Mic,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,,,,,,,,
AU Mic b,AU Mic,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.37380741,0.02141140,-0.01962712,0,,,,
AU Mic c,AU Mic,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.22838830,0.01070570,-0.01070570,0,,,,
AU Mic c,AU Mic,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,,,,,0.03649768,0.01038296,-0.00849515,0
AU Mic c,AU Mic,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.22500000,0.02200000,-0.02200000,0,,,,
AU Mic c,AU Mic,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.24890756,0.01605855,-0.01516641,0,0.04549625,0.01019418,-0.01076052,0
AU Mic c,AU Mic,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.28905394,0.01427427,-0.01427427,0,0.04279039,0.03586841,-0.03586841,0
AU Mic c,AU Mic,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,,,,,0.03020498,0.00651295,-0.00726807,0
AU Mic c,AU Mic,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,,,,,0.06984901,0.02108056,-0.02108056,0
AU Mic c,AU Mic,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.24890756,0.02765640,-0.02676425,0,,,,
AU Mic c,AU Mic,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,,,,,0.04467820,0.01510249,-0.01101223,0
AU Mic d,AU Mic,Transit Timing Variations,2023,Multiple Observatories,Multiple Telescopes,,,,,0.00331000,0.00161000,-0.00161000,0
AU Mic e,AU Mic,Radial Velocity,2025,Mauna Kea Observatory,3.58 m Canada-France-Hawaii Telescope (CFHT),,,,,0.06638802,0.01699030,-0.01352931,0
AU Mic e,AU Mic,Radial Velocity,2025,Mauna Kea Observatory,3.58 m Canada-France-Hawaii Telescope (CFHT),,,,,,,,
BD+03 2562 b,BD+03 2562,Radial Velocity,2017,Multiple Observatories,Multiple Telescopes,,,,,,,,
BD+05 4868 A b,BD+05 4868 A,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,,,,,0.01950738,,,1
BD+14 4559 b,BD+14 4559,Radial Velocity,2009,McDonald Observatory,9.2 m Hobby-Eberly Telescope,,,,,,,,
BD+14 4559 b,BD+14 4559,Radial Velocity,2009,McDonald Observatory,9.2 m Hobby-Eberly Telescope,,,,,,,,
BD+15 2375 b,BD+15 2375,Radial Velocity,2016,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,,,,,,,,
BD+15 2940 b,BD+15 2940,Radial Velocity,2013,McDonald Observatory,9.2 m Hobby-Eberly Telescope,,,,,,,,
BD+20 2457 b,BD+20 2457,Radial Velocity,2009,McDonald Observatory,9.2 m Hobby-Eberly Telescope,,,,,,,,
BD+20 2457 b,BD+20 2457,Radial Velocity,2009,McDonald Observatory,9.2 m Hobby-Eberly Telescope,,,,,,,,
BD+20 2457 c,BD+20 2457,Radial Velocity,2009,McDonald Observatory,9.2 m Hobby-Eberly Telescope,,,,,,,,
BD+20 274 b,BD+20 274,Radial Velocity,2012,McDonald Observatory,9.2 m Hobby-Eberly Telescope,,,,,,,,
BD+20 594 b,BD+20 594,Transit,2016,K2,0.95 m Kepler Telescope,0.19894727,0.01248996,-0.00981354,0,0.05128528,0.01887802,-0.01919265,0
BD+20 594 b,BD+20 594,Transit,2016,K2,0.95 m Kepler Telescope,0.21013949,0.02765634,-0.01487848,0,,,,
BD+20 594 b,BD+20 594,Transit,2016,K2,0.95 m Kepler Telescope,0.23000000,0.01000000,-0.01000000,0,0.07000000,0.03000000,-0.03000000,0
BD+37 3172 b,BD+37 3172,Radial Velocity,2023,McDonald Observatory,9.2 m Hobby-Eberly Telescope,,,,,,,,
BD+42 2315 b,BD+42 2315,Radial Velocity,2023,McDonald Observatory,9.2 m Hobby-Eberly Telescope,,,,,,,,
BD+45 564 b,BD+45 564,Radial Velocity,2021,Haute-Provence Observatory,1.93 m Telescope,,,,,,,,
BD+48 738 b,BD+48 738,Radial Velocity,2011,McDonald Observatory,9.2 m Hobby-Eberly Telescope,,,,,,,,
BD+48 740 b,BD+48 740,Radial Velocity,2018,Multiple Observatories,Multiple Telescopes,,,,,,,,
BD+49 828 b,BD+49 828,Radial Velocity,2015,McDonald Observatory,9.2 m Hobby-Eberly Telescope,,,,,,,,
BD+55 362 b,BD+55 362,Radial Velocity,2021,Haute-Provence Observatory,1.93 m Telescope,,,,,,,,
BD+60 1417 b,BD+60 1417,Imaging,2021,Wide-field Infrared Survey Explorer (WISE) Sat,0.4 m Telescope,1.31000000,0.06000000,-0.06000000,0,15.00000000,5.00000000,-5.00000000,0
BD+63 1405 b,BD+63 1405,Radial Velocity,2021,Haute-Provence Observatory,1.93 m Telescope,,,,,,,,
BD+63 1405 b,BD+63 1405,Radial Velocity,2021,Haute-Provence Observatory,1.93 m Telescope,,,,,10.40000000,1.30000000,-1.10000000,0
BD-06 1339 b,BD-06 1339,Radial Velocity,2013,La Silla Observatory,3.6 m ESO Telescope,,,,,4.79200000,,,1
BD-06 1339 b,BD-06 1339,Radial Velocity,2013,La Silla Observatory,3.6 m ESO Telescope,,,,,,,,
BD-06 1339 c,BD-06 1339,Radial Velocity,2013,La Silla Observatory,3.6 m ESO Telescope,,,,,,,,
BD-08 2823 b,BD-08 2823,Radial Velocity,2009,La Silla Observatory,3.6 m ESO Telescope,,,,,9.27700000,,,1
BD-08 2823 b,BD-08 2823,Radial Velocity,2009,La Silla Observatory,3.6 m ESO Telescope,,,,,,,,
BD-08 2823 b,BD-08 2823,Radial Velocity,2009,La Silla Observatory,3.6 m ESO Telescope,,,,,,,,
BD-08 2823 c,BD-08 2823,Radial Velocity,2009,La Silla Observatory,3.6 m ESO Telescope,,,,,,,,
BD-10 3166 b,BD-10 3166,Radial Velocity,2000,W. M. Keck Observatory,10 m Keck I Telescope,,,,,,,,
BD-10 3166 b,BD-10 3166,Radial Velocity,2000,W. M. Keck Observatory,10 m Keck I Telescope,,,,,,,,
BD-10 3166 b,BD-10 3166,Radial Velocity,2000,W. M. Keck Observatory,10 m Keck I Telescope,,,,,,,,
BD-10 3166 b,BD-10 3166,Radial Velocity,2000,W. M. Keck Observatory,10 m Keck I Telescope,,,,,,,,
BD-11 4672 b,BD-11 4672,Radial Velocity,2014,La Silla Observatory,3.6 m ESO Telescope,,,,,,,,
BD-11 4672 b,BD-11 4672,Radial Velocity,2014,La Silla Observatory,3.6 m ESO Telescope,,,,,,,,
BD-11 4672 c,BD-11 4672,Radial Velocity,2020,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,,,,,,,,
BD-13 2130 b,BD-13 2130,Radial Velocity,2007,La Silla Observatory,1.2 m Leonhard Euler Telescope,,,,,,,,
BD-13 2130 b,BD-13 2130,Radial Velocity,2007,La Silla Observatory,1.2 m Leonhard Euler Telescope,,,,,,,,
BD-14 3065 b,BD-14 3065 A,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,1.92600000,0.09400000,-0.09400000,0,12.37000000,0.92000000,-0.87000000,0
BD-14 3065 b,BD-14 3065 A,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,1.84773268,0.11560462,-0.11560462,0,,,,
BD-17 63 b,BD-17 63,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,,,,,,,,
BD-17 63 b,BD-17 63,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,,,,,5.16000000,0.20000000,-0.20000000,0
BD-17 63 b,BD-17 63,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,,,,,4.30000000,0.50000000,-0.50000000,0
BD-17 63 b,BD-17 63,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,,,,,,,,
BD-210397 b,BD-210397,Radial Velocity,2023,La Silla Observatory,3.6 m ESO Telescope,,,,,,,,
BD-210397 c,BD-210397,Radial Velocity,2023,La Silla Observatory,3.6 m ESO Telescope,,,,,4.47000000,0.57000000,-0.54000000,0
BD-210397 c,BD-210397,Radial Velocity,2023,La Silla Observatory,3.6 m ESO Telescope,,,,,,,,
BD-210397 c,BD-210397,Radial Velocity,2023,La Silla Observatory,3.6 m ESO Telescope,,,,,4.80000000,0.60000000,-0.60000000,0
BEBOP-3 b,BEBOP-3,Radial Velocity,2025,Haute-Provence Observatory,1.93 m Telescope,,,,,,,,
BEBOP-4 AB b,BEBOP-4 A,Radial Velocity,2025,Haute-Provence Observatory,1.93 m Telescope,,,,,26.30000000,,,1
Barnard b,Barnard's star,Radial Velocity,2024,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,,,,,,,,
Barnard b,Barnard's star,Radial Velocity,2024,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,,,,,,,,
Barnard c,Barnard's star,Radial Velocity,2025,Gemini Observatory,8.19 m Gemini North Telescope,,,,,,,,
Barnard d,Barnard's star,Radial Velocity,2025,Gemini Observatory,8.19 m Gemini North Telescope,,,,,,,,
Barnard e,Barnard's star,Radial Velocity,2025,Gemini Observatory,8.19 m Gemini North Telescope,,,,,,,,
CD Cet b,CD Cet,Radial Velocity,2020,Calar Alto Observatory,3.5 m telescope,,,,,,,,
CD-35 2722 b,CD-35 2722,Imaging,2011,Gemini Observatory,8.19 m Gemini South Telescope,,,,,31.00000000,8.00000000,-8.00000000,0
CD-35 2722 b,CD-35 2722,Imaging,2011,Gemini Observatory,8.19 m Gemini South Telescope,1.55000000,0.05000000,-0.06000000,0,29.50000000,5.10000000,-4.30000000,0
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,Imaging,2011,W. M. Keck Observatory,10 m Keck II Telescope,,,,,10.50000000,4.50000000,-4.50000000,0
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,Imaging,2021,Hubble Space Telescope,2.4 m Hubble Space Telescope,1.86000000,0.05000000,-0.05000000,0,7.80000000,0.70000000,-0.80000000,0
CHXR 73 b,CHXR 73,Imaging,2006,Hubble Space Telescope,2.4 m Hubble Space Telescope,,,,,12.56900000,8.37900000,-5.23700000,0
CI Tau c,CI Tau,Radial Velocity,2024,Multiple Observatories,Multiple Telescopes,,,,,,,,
COCONUTS-2 b,COCONUTS-2 A,Imaging,2021,NASA Infrared Telescope Facility (IRTF),3.2 m telescope,1.11000000,0.03000000,-0.03000000,0,6.30000000,1.50000000,-1.90000000,0
COCONUTS-2 b,COCONUTS-2 A,Imaging,2021,NASA Infrared Telescope Facility (IRTF),3.2 m telescope,1.11000000,0.03000000,-0.04000000,0,8.00000000,2.00000000,-2.00000000,0
CT Cha b,CT Cha,Imaging,2007,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,2.20000000,0.81000000,-0.60000000,0,17.00000000,6.00000000,-6.00000000,0
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,Imaging,2025,James Webb Space Telescope (JWST),6.5 m James Webb Space Telescope,,,,,15.50000000,8.50000000,-8.50000000,0
CoRoT-1 b,CoRoT-1,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.48000000,0.06000000,-0.06000000,0,1.13000000,0.07000000,-0.07000000,0
CoRoT-1 b,CoRoT-1,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.42000000,0.24000000,-0.24000000,0,1.07000000,0.17000000,-0.17000000,0
CoRoT-1 b,CoRoT-1,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.55100000,0.06500000,-0.06500000,0,1.03000000,0.10000000,-0.10000000,0
CoRoT-1 b,CoRoT-1,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.83731247,,,0,,,,
CoRoT-1 b,CoRoT-1,Transit,2008,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-1 b,CoRoT-1,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.49000000,0.08000000,-0.08000000,0,1.03000000,0.12000000,-0.12000000,0
CoRoT-1 b,CoRoT-1,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.71500000,0.03000000,-0.03000000,0,1.23000000,0.10000000,-0.10000000,0
CoRoT-10 b,CoRoT-10,Transit,2010,CoRoT,0.27 m CoRoT Telescope,0.65887575,0.11087145,-0.11087145,0,,,,
CoRoT-10 b,CoRoT-10,Transit,2010,CoRoT,0.27 m CoRoT Telescope,0.97000000,0.07000000,-0.07000000,0,2.73000000,0.14000000,-0.14000000,0
CoRoT-10 b,CoRoT-10,Transit,2010,CoRoT,0.27 m CoRoT Telescope,0.94100000,0.08500000,-0.08500000,0,2.78000000,0.15000000,-0.15000000,0
CoRoT-10 b,CoRoT-10,Transit,2010,CoRoT,0.27 m CoRoT Telescope,0.97000000,0.07000000,-0.07000000,0,2.75000000,0.16000000,-0.16000000,0
CoRoT-11 b,CoRoT-11,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.42600000,0.05800000,-0.05800000,0,2.34000000,0.39000000,-0.39000000,0
CoRoT-11 b,CoRoT-11,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.39000000,0.03300000,-0.03300000,0,2.49000000,0.27000000,-0.27000000,0
CoRoT-11 b,CoRoT-11,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.94001209,0.15329730,-0.15329730,0,,,,
CoRoT-11 b,CoRoT-11,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.43000000,0.03000000,-0.03000000,0,2.62000000,0.59000000,-0.62000000,0
CoRoT-11 b,CoRoT-11,Transit,2010,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-11 b,CoRoT-11,Transit,2010,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-11 b,CoRoT-11,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.43000000,0.03000000,-0.03000000,0,2.33000000,0.34000000,-0.34000000,0
CoRoT-12 b,CoRoT-12,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.58447687,0.10953065,-0.10953065,0,,,,
CoRoT-12 b,CoRoT-12,Transit,2010,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-12 b,CoRoT-12,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.34400000,0.07400000,-0.07100000,0,0.87300000,0.08100000,-0.07800000,0
CoRoT-12 b,CoRoT-12,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.44000000,0.13000000,-0.13000000,0,0.91700000,0.07000000,-0.06500000,0
CoRoT-12 b,CoRoT-12,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.35000000,0.07500000,-0.07500000,0,0.88700000,0.07900000,-0.07900000,0
CoRoT-12 b,CoRoT-12,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.44000000,0.13000000,-0.13000000,0,0.91500000,0.07100000,-0.06900000,0
CoRoT-13 b,CoRoT-13,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.25200000,0.07600000,-0.07600000,0,1.31200000,0.09600000,-0.09600000,0
CoRoT-13 b,CoRoT-13,Transit,2010,CoRoT,0.27 m CoRoT Telescope,0.88500000,0.01400000,-0.01400000,0,1.33100000,0.07300000,-0.07300000,0
CoRoT-13 b,CoRoT-13,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.11812670,0.15161994,-0.15161994,0,,,,
CoRoT-13 b,CoRoT-13,Transit,2010,CoRoT,0.27 m CoRoT Telescope,0.88500000,0.01400000,-0.01400000,0,1.30800000,0.06600000,-0.06600000,0
CoRoT-13 b,CoRoT-13,Transit,2010,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-14 b,CoRoT-14,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.09000000,0.07000000,-0.07000000,0,7.42000000,0.47000000,-0.47000000,0
CoRoT-14 b,CoRoT-14,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.09000000,0.07000000,-0.07000000,0,7.60000000,0.60000000,-0.60000000,0
CoRoT-14 b,CoRoT-14,Transit,2010,CoRoT,0.27 m CoRoT Telescope,1.01800000,0.07900000,-0.07900000,0,7.67000000,0.50000000,-0.50000000,0
CoRoT-16 b,CoRoT-16,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.17000000,0.14000000,-0.16000000,0,0.52900000,0.09800000,-0.09600000,0
CoRoT-16 b,CoRoT-16,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.17000000,0.16000000,-0.14000000,0,0.53500000,0.08500000,-0.08300000,0
CoRoT-17 b,CoRoT-17,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.00700000,0.34500000,-0.09200000,0,2.46000000,0.26000000,-0.24000000,0
CoRoT-17 b,CoRoT-17,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.02000000,0.07000000,-0.07000000,0,2.41000000,0.27000000,-0.26000000,0
CoRoT-17 b,CoRoT-17,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.02000000,0.07000000,-0.07000000,0,2.43000000,0.30000000,-0.30000000,0
CoRoT-18 b,CoRoT-18,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.31000000,0.18000000,-0.18000000,0,3.47000000,0.38000000,-0.38000000,0
CoRoT-18 b,CoRoT-18,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.14600000,0.03900000,-0.04800000,0,3.30000000,0.19000000,-0.19000000,0
CoRoT-18 b,CoRoT-18,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.34263955,0.04753246,-0.04753246,0,,,,
CoRoT-18 b,CoRoT-18,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.25100000,0.08300000,-0.08300000,0,3.27000000,0.17000000,-0.17000000,0
CoRoT-18 b,CoRoT-18,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.31000000,0.18000000,-0.18000000,0,3.46000000,0.38000000,-0.38000000,0
CoRoT-18 b,CoRoT-18,Transit,2011,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-19 b,CoRoT-19,Transit,2011,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-19 b,CoRoT-19,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.29000000,0.03000000,-0.03000000,0,1.15500000,0.07200000,-0.07200000,0
CoRoT-19 b,CoRoT-19,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.29000000,0.03000000,-0.03000000,0,1.11000000,0.06000000,-0.06000000,0
CoRoT-19 b,CoRoT-19,Transit,2011,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-19 b,CoRoT-19,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.20378678,0.06378432,-0.06378432,0,,,,
CoRoT-19 b,CoRoT-19,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.19000000,0.26000000,-0.06900000,0,1.09000000,0.09300000,-0.07800000,0
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.46500000,0.02900000,-0.02900000,0,3.31000000,0.16000000,-0.16000000,0
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.46000000,0.03100000,-0.03100000,0,3.57000000,0.16000000,-0.16000000,0
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.41400000,0.06400000,-0.06400000,0,3.31000000,0.16000000,-0.16000000,0
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.46600000,0.04200000,-0.04400000,0,3.30000000,0.19000000,-0.18000000,0
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.47500000,0.03100000,-0.03100000,0,,,,
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.50974563,0.15314377,-0.15314377,0,,,,
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.47000000,0.03200000,-0.03200000,0,3.62000000,0.16000000,-0.16000000,0
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.46600000,0.04200000,-0.04400000,0,3.47000000,0.22000000,-0.22000000,0
CoRoT-20 b,CoRoT-20,Transit,2011,CoRoT,0.27 m CoRoT Telescope,0.84000000,0.04000000,-0.04000000,0,4.23000000,0.26000000,-0.25000000,0
CoRoT-20 b,CoRoT-20,Transit,2011,CoRoT,0.27 m CoRoT Telescope,0.84000000,0.04000000,-0.04000000,0,4.24000000,0.23000000,-0.23000000,0
CoRoT-20 b,CoRoT-20,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.37358660,0.11851137,-0.11851137,0,,,,
CoRoT-20 b,CoRoT-20,Transit,2011,CoRoT,0.27 m CoRoT Telescope,,,,,4.30000000,0.20000000,-0.20000000,0
CoRoT-20 b,CoRoT-20,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.16000000,0.26000000,-0.26000000,0,5.06000000,0.36000000,-0.36000000,0
CoRoT-20 b,CoRoT-20,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.00000000,0.18000000,-0.21000000,0,4.14000000,0.36000000,-0.30000000,0
CoRoT-20 c,CoRoT-20,Radial Velocity,2018,Multiple Observatories,Multiple Telescopes,,,,,,,,
CoRoT-21 b,CoRoT-21,Transit,2012,CoRoT,0.27 m CoRoT Telescope,1.30000000,0.14000000,-0.14000000,0,2.26000000,0.31000000,-0.31000000,0
CoRoT-21 b,CoRoT-21,Transit,2012,CoRoT,0.27 m CoRoT Telescope,1.30000000,0.14000000,-0.14000000,0,2.22000000,0.56000000,-0.56000000,0
CoRoT-22 b,CoRoT-22,Transit,2014,CoRoT,0.27 m CoRoT Telescope,0.43500000,0.01500000,-0.03500000,0,0.03800000,0.04400000,-0.02800000,0
CoRoT-23 b,CoRoT-23,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.05000000,0.13000000,-0.13000000,0,2.80000000,0.30000000,-0.30000000,0
CoRoT-23 b,CoRoT-23,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.18000000,0.19000000,-0.11000000,0,3.06000000,0.32000000,-0.31000000,0
CoRoT-23 b,CoRoT-23,Transit,2011,CoRoT,0.27 m CoRoT Telescope,1.05000000,0.13000000,-0.13000000,0,3.09000000,0.33000000,-0.33000000,0
CoRoT-24 b,CoRoT-24,Transit,2014,CoRoT,0.27 m CoRoT Telescope,0.33000000,0.04000000,-0.04000000,0,0.01800000,,,1
CoRoT-24 c,CoRoT-24,Transit,2014,CoRoT,0.27 m CoRoT Telescope,0.44000000,0.04000000,-0.04000000,0,0.08800000,0.03500000,-0.03500000,0
CoRoT-25 b,CoRoT-25,Transit,2013,CoRoT,0.27 m CoRoT Telescope,1.08000000,0.30000000,-0.10000000,0,0.29300000,0.06100000,-0.06000000,0
CoRoT-25 b,CoRoT-25,Transit,2013,CoRoT,0.27 m CoRoT Telescope,1.08000000,0.30000000,-0.10000000,0,0.27000000,0.04000000,-0.04000000,0
CoRoT-26 b,CoRoT-26,Transit,2013,CoRoT,0.27 m CoRoT Telescope,1.26000000,0.13000000,-0.07000000,0,0.52000000,0.05000000,-0.05000000,0
CoRoT-26 b,CoRoT-26,Transit,2013,CoRoT,0.27 m CoRoT Telescope,1.26000000,0.13000000,-0.07000000,0,0.58000000,0.20000000,-0.11000000,0
CoRoT-27 b,CoRoT-27,Transit,2014,CoRoT,0.27 m CoRoT Telescope,1.00700000,0.04400000,-0.04400000,0,10.39000000,0.55000000,-0.55000000,0
CoRoT-27 b,CoRoT-27,Transit,2014,CoRoT,0.27 m CoRoT Telescope,1.00700000,0.04400000,-0.04400000,0,10.30000000,0.81000000,-0.83000000,0
CoRoT-28 b,CoRoT-28,Transit,2015,CoRoT,0.27 m CoRoT Telescope,0.95500000,0.06600000,-0.06600000,0,0.48400000,0.08700000,-0.08700000,0
CoRoT-28 b,CoRoT-28,Transit,2015,CoRoT,0.27 m CoRoT Telescope,0.95500000,0.06600000,-0.06600000,0,0.48100000,0.05600000,-0.05600000,0
CoRoT-29 b,CoRoT-29,Transit,2015,CoRoT,0.27 m CoRoT Telescope,,,,,,,,
CoRoT-29 b,CoRoT-29,Transit,2015,CoRoT,0.27 m CoRoT Telescope,0.90000000,0.16000000,-0.16000000,0,0.84000000,0.13000000,-0.12000000,0
CoRoT-29 b,CoRoT-29,Transit,2015,CoRoT,0.27 m CoRoT Telescope,0.90000000,0.16000000,-0.16000000,0,0.85000000,0.20000000,-0.20000000,0
CoRoT-3 b,CoRoT-3,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.01000000,0.07000000,-0.07000000,0,21.66000000,1.00000000,-1.00000000,0
